traffic_density,horn_events_per_min,avg_speed,signal_wait_time,weather_condition,road_quality_score,driver_experience_level,stress_index,Risk_Level,Insurance_Premium
23,4.44,71.33,19.05,Clear,7.33,Beginner,39.57,Medium,5000
37,7.55,62.15,21.81,Foggy,7.58,Beginner,36.06,Medium,5000
23,4.7,72.0,19.36,Clear,5.4,Expert,23.96,Low,3000
65,5.21,59.0,36.77,Clear,9.72,Intermediate,35.49,Medium,5000
117,15.84,35.51,60.98,Clear,3.93,Intermediate,70.67,High,8000
43,5.31,57.0,28.75,Clear,8.35,Intermediate,29.54,Low,3000
87,12.45,50.36,50.97,Foggy,3.95,Intermediate,58.3,Medium,5000
98,12.57,38.02,57.89,Hot,4.11,Intermediate,63.74,Medium,5000
21,4.41,80.14,19.51,Hot,7.24,Intermediate,25.14,Low,3000
65,9.74,52.53,36.77,Clear,10.0,Expert,36.75,Medium,5000
70,5.14,52.75,40.33,Clear,4.69,Intermediate,53.4,Medium,5000
114,15.62,32.29,66.27,Rainy,6.28,Intermediate,63.14,Medium,5000
70,7.22,56.43,40.74,Clear,6.55,Intermediate,48.93,Medium,5000
49,4.87,65.84,31.74,Clear,8.3,Intermediate,27.29,Low,3000
29,5.59,68.97,22.57,Hot,4.67,Beginner,40.21,Medium,5000
51,6.09,64.13,37.27,Clear,4.15,Expert,25.87,Low,3000
16,0.0,74.74,11.18,Clear,8.4,Intermediate,13.97,Low,3000
88,8.63,48.24,47.3,Clear,5.98,Beginner,60.48,Medium,5000
82,11.17,40.87,46.09,Clear,9.17,Beginner,54.88,Medium,5000
77,6.59,49.99,42.15,Hot,9.25,Beginner,58.99,Medium,5000
40,6.4,67.66,25.65,Clear,4.03,Intermediate,34.03,Low,3000
96,10.14,32.63,49.89,Clear,7.08,Intermediate,57.21,Medium,5000
79,9.59,53.72,43.3,Rainy,9.33,Beginner,48.25,Medium,5000
101,12.93,41.25,54.82,Clear,6.62,Expert,46.99,Medium,5000
85,11.75,40.13,41.13,Rainy,7.48,Beginner,57.57,Medium,5000
56,6.19,56.63,34.25,Rainy,10.0,Expert,24.71,Low,3000
60,6.44,51.03,33.19,Hot,6.54,Intermediate,38.83,Medium,5000
67,5.18,53.52,42.11,Clear,9.71,Intermediate,35.52,Medium,5000
31,7.4,64.34,19.22,Clear,7.48,Beginner,32.54,Low,3000
33,3.29,52.97,15.56,Clear,9.76,Expert,27.36,Low,3000
43,1.17,59.69,29.95,Clear,8.6,Beginner,34.61,Low,3000
72,9.69,49.02,42.23,Clear,3.95,Intermediate,47.2,Medium,5000
69,7.73,61.53,38.81,Clear,9.08,Intermediate,50.12,Medium,5000
28,2.6,79.15,19.33,Clear,9.23,Beginner,24.86,Low,3000
33,5.49,69.95,22.31,Foggy,8.08,Intermediate,21.95,Low,3000
73,8.91,48.26,42.01,Clear,7.63,Beginner,55.0,Medium,5000
29,5.37,68.24,18.62,Clear,7.98,Intermediate,27.21,Low,3000
107,13.83,38.07,57.92,Clear,5.37,Intermediate,75.36,High,8000
36,2.24,67.23,27.9,Rainy,6.31,Beginner,34.34,Low,3000
67,6.07,49.06,38.89,Clear,8.96,Intermediate,31.06,Low,3000
53,5.28,65.09,33.17,Clear,4.54,Beginner,51.31,Medium,5000
102,16.94,35.63,51.23,Foggy,6.23,Expert,55.12,Medium,5000
74,10.14,50.9,36.7,Rainy,8.26,Expert,37.09,Medium,5000
55,7.27,58.76,31.47,Clear,7.2,Intermediate,37.8,Medium,5000
109,13.12,31.79,58.05,Rainy,8.13,Expert,48.85,Medium,5000
63,6.42,49.3,37.48,Clear,5.92,Intermediate,51.14,Medium,5000
116,17.03,23.81,65.23,Hot,6.04,Intermediate,71.86,High,8000
48,6.84,56.55,27.97,Clear,6.23,Intermediate,35.89,Medium,5000
118,9.47,35.17,62.74,Clear,10.0,Intermediate,67.8,High,8000
119,9.93,32.79,64.88,Clear,9.38,Beginner,72.07,High,8000
16,0.0,74.18,15.11,Clear,7.6,Beginner,22.87,Low,3000
63,7.21,54.89,39.93,Clear,10.0,Intermediate,39.79,Medium,5000
52,7.09,69.2,26.45,Clear,4.83,Beginner,43.31,Medium,5000
29,7.68,71.62,16.18,Rainy,6.43,Intermediate,26.91,Low,3000
93,13.43,41.52,50.36,Foggy,10.0,Intermediate,51.85,Medium,5000
34,6.28,62.38,17.72,Clear,6.48,Beginner,42.2,Medium,5000
52,7.41,49.67,28.18,Clear,7.39,Intermediate,42.57,Medium,5000
94,11.15,45.08,49.4,Clear,7.94,Beginner,62.28,Medium,5000
82,12.49,47.5,46.71,Clear,8.17,Expert,40.32,Medium,5000
36,7.99,60.84,15.25,Hot,8.92,Expert,18.27,Low,3000
101,10.97,57.36,57.29,Clear,8.19,Beginner,67.45,High,8000
34,8.71,67.73,21.55,Rainy,6.09,Intermediate,28.52,Low,3000
45,8.85,64.72,26.23,Foggy,5.48,Beginner,46.08,Medium,5000
107,12.92,37.29,54.71,Clear,8.36,Intermediate,55.38,Medium,5000
75,9.85,51.74,41.15,Clear,8.5,Expert,43.63,Medium,5000
18,2.64,77.92,14.01,Rainy,7.02,Intermediate,18.43,Low,3000
92,9.88,46.33,49.12,Clear,8.31,Intermediate,54.3,Medium,5000
88,11.99,48.83,43.82,Clear,7.59,Beginner,58.12,Medium,5000
62,7.48,59.98,42.12,Foggy,8.47,Intermediate,36.94,Medium,5000
30,3.72,71.15,16.61,Clear,5.92,Intermediate,26.25,Low,3000
59,8.89,61.89,35.77,Clear,8.07,Beginner,41.61,Medium,5000
25,1.53,74.48,21.27,Clear,5.75,Beginner,40.91,Medium,5000
75,7.18,49.24,48.13,Foggy,9.13,Intermediate,44.98,Medium,5000
35,7.77,70.25,23.5,Clear,8.11,Beginner,29.38,Low,3000
53,9.58,55.72,33.38,Clear,6.59,Intermediate,37.32,Medium,5000
38,5.03,59.13,21.77,Clear,10.0,Beginner,23.19,Low,3000
106,16.69,36.74,58.38,Foggy,6.57,Intermediate,62.47,Medium,5000
107,14.63,29.7,59.96,Rainy,8.61,Intermediate,56.49,Medium,5000
55,4.91,52.53,37.46,Rainy,10.0,Intermediate,36.45,Medium,5000
100,14.16,35.33,57.76,Rainy,6.23,Intermediate,53.72,Medium,5000
80,12.57,53.42,45.62,Hot,5.87,Beginner,62.53,Medium,5000
58,7.53,57.4,33.15,Clear,9.11,Intermediate,29.44,Low,3000
24,5.59,70.68,17.12,Foggy,4.23,Intermediate,35.75,Medium,5000
26,4.35,72.61,13.55,Clear,7.35,Beginner,25.26,Low,3000
18,2.62,73.1,11.04,Rainy,6.65,Beginner,19.65,Low,3000
86,16.46,49.45,43.22,Foggy,5.72,Beginner,68.02,High,8000
41,6.02,63.82,23.57,Clear,7.23,Intermediate,35.2,Medium,5000
75,13.04,45.66,39.02,Foggy,6.27,Intermediate,56.54,Medium,5000
68,7.86,47.24,35.18,Rainy,9.81,Intermediate,40.55,Medium,5000
41,4.79,64.21,25.36,Clear,5.59,Intermediate,34.73,Low,3000
93,8.88,33.38,49.42,Hot,8.76,Expert,39.56,Medium,5000
52,6.88,66.25,34.88,Clear,4.95,Beginner,50.34,Medium,5000
92,10.84,49.64,49.57,Rainy,6.98,Beginner,53.89,Medium,5000
119,11.55,35.53,62.69,Clear,9.28,Intermediate,58.41,Medium,5000
100,13.6,45.82,56.14,Clear,3.16,Intermediate,63.91,Medium,5000
109,16.89,36.22,52.76,Clear,5.61,Intermediate,64.16,Medium,5000
68,10.63,54.35,42.58,Foggy,5.35,Expert,45.72,Medium,5000
39,5.92,60.7,29.99,Rainy,9.63,Beginner,39.73,Medium,5000
20,2.09,63.26,19.1,Clear,8.44,Intermediate,22.69,Low,3000
89,7.62,38.47,49.96,Clear,9.46,Intermediate,41.35,Medium,5000
35,8.55,68.35,26.75,Foggy,6.29,Intermediate,40.69,Medium,5000
103,12.42,33.48,54.86,Rainy,6.6,Intermediate,57.72,Medium,5000
11,0.5,77.94,10.44,Clear,5.12,Beginner,21.35,Low,3000
43,6.13,69.45,25.67,Foggy,7.64,Beginner,34.75,Low,3000
50,5.61,55.16,28.25,Rainy,9.93,Intermediate,30.11,Low,3000
95,11.48,45.38,55.44,Clear,4.71,Intermediate,58.82,Medium,5000
40,4.51,65.51,25.38,Rainy,6.5,Intermediate,25.36,Low,3000
72,11.31,41.88,38.67,Rainy,4.25,Expert,44.29,Medium,5000
64,10.35,60.39,37.53,Clear,4.98,Beginner,56.5,Medium,5000
70,5.88,54.81,41.91,Rainy,10.0,Intermediate,32.73,Low,3000
94,11.91,34.97,50.16,Rainy,5.99,Expert,49.39,Medium,5000
45,7.97,58.19,27.39,Hot,7.22,Intermediate,40.62,Medium,5000
49,6.05,63.1,27.82,Clear,3.28,Intermediate,46.19,Medium,5000
32,5.35,69.35,22.25,Rainy,7.27,Expert,28.31,Low,3000
35,6.55,65.78,14.63,Clear,7.1,Intermediate,31.92,Low,3000
27,2.29,67.94,19.92,Clear,8.58,Expert,14.46,Low,3000
88,14.59,52.55,50.17,Rainy,4.6,Intermediate,52.13,Medium,5000
43,8.83,67.62,27.16,Rainy,5.29,Intermediate,33.9,Low,3000
95,10.23,40.16,55.81,Rainy,7.36,Intermediate,59.57,Medium,5000
37,5.05,59.08,18.16,Clear,5.38,Beginner,37.83,Medium,5000
116,11.96,38.45,66.08,Hot,6.89,Intermediate,69.08,High,8000
58,11.77,57.5,32.21,Rainy,8.39,Beginner,47.03,Medium,5000
73,11.28,53.02,43.23,Rainy,4.73,Expert,45.16,Medium,5000
80,10.71,47.74,45.41,Clear,3.25,Intermediate,50.49,Medium,5000
72,7.48,55.42,37.59,Clear,8.11,Intermediate,48.04,Medium,5000
113,13.26,29.27,59.64,Clear,6.53,Intermediate,67.13,High,8000
71,6.79,54.78,35.54,Hot,6.72,Expert,33.69,Low,3000
51,5.13,62.11,33.4,Clear,8.13,Intermediate,29.74,Low,3000
33,4.39,66.56,20.3,Rainy,7.62,Intermediate,26.01,Low,3000
44,3.47,51.4,25.07,Rainy,8.83,Intermediate,34.23,Low,3000
86,7.71,44.71,49.94,Clear,7.16,Intermediate,48.8,Medium,5000
64,5.76,52.97,32.21,Rainy,9.5,Beginner,40.64,Medium,5000
58,9.56,62.68,33.93,Clear,6.66,Expert,27.78,Low,3000
86,11.98,41.18,43.56,Rainy,5.02,Expert,49.46,Medium,5000
104,10.64,44.16,52.6,Clear,10.0,Intermediate,48.7,Medium,5000
68,7.2,49.17,33.05,Foggy,7.13,Intermediate,51.38,Medium,5000
92,14.66,46.7,52.96,Rainy,6.32,Expert,43.03,Medium,5000
102,17.62,45.45,48.79,Rainy,7.5,Expert,40.81,Medium,5000
31,0.0,70.07,20.75,Clear,6.98,Intermediate,24.23,Low,3000
114,11.85,35.14,58.8,Rainy,10.0,Intermediate,56.81,Medium,5000
94,19.42,40.97,47.62,Foggy,4.41,Expert,46.68,Medium,5000
70,10.87,55.91,43.88,Clear,7.41,Intermediate,37.52,Medium,5000
89,17.62,44.91,51.13,Rainy,6.41,Intermediate,59.46,Medium,5000
39,1.77,61.93,28.48,Clear,5.76,Beginner,38.61,Medium,5000
78,10.32,51.86,48.22,Clear,4.96,Intermediate,53.45,Medium,5000
114,14.62,28.25,66.26,Clear,4.79,Intermediate,77.72,High,8000
69,11.11,59.16,40.89,Rainy,7.02,Intermediate,46.08,Medium,5000
114,15.72,41.87,60.31,Hot,7.26,Intermediate,58.95,Medium,5000
15,1.76,77.52,8.99,Clear,7.57,Beginner,25.87,Low,3000
94,9.89,36.03,51.43,Rainy,8.37,Expert,43.84,Medium,5000
115,17.38,32.73,62.07,Rainy,6.65,Intermediate,71.37,High,8000
20,4.35,68.93,13.1,Foggy,5.36,Beginner,29.96,Low,3000
33,8.29,64.17,21.96,Foggy,10.0,Expert,20.25,Low,3000
101,15.93,34.36,56.82,Rainy,7.96,Intermediate,65.22,High,8000
88,6.95,47.88,43.32,Clear,9.08,Expert,38.36,Medium,5000
112,16.16,38.15,63.11,Foggy,7.92,Expert,58.86,Medium,5000
119,12.81,26.32,66.33,Rainy,7.46,Expert,54.96,Medium,5000
113,19.62,27.59,63.61,Hot,5.9,Expert,51.81,Medium,5000
60,10.75,52.79,34.35,Hot,4.2,Intermediate,52.58,Medium,5000
28,5.47,62.57,18.05,Rainy,7.69,Beginner,27.83,Low,3000
59,11.69,56.7,34.32,Hot,5.36,Expert,41.06,Medium,5000
90,14.66,49.26,49.72,Clear,4.21,Intermediate,61.89,Medium,5000
12,4.54,76.07,9.02,Hot,6.91,Intermediate,25.94,Low,3000
12,2.14,76.88,10.71,Hot,8.17,Beginner,19.82,Low,3000
112,14.12,37.7,56.46,Hot,5.38,Intermediate,68.62,High,8000
101,15.29,33.73,57.08,Foggy,8.14,Intermediate,51.51,Medium,5000
40,3.86,73.76,25.65,Clear,8.35,Intermediate,30.2,Low,3000
115,9.83,28.12,65.0,Hot,6.49,Beginner,75.13,High,8000
56,9.44,48.07,33.17,Clear,6.76,Beginner,52.47,Medium,5000
17,2.99,70.32,11.69,Clear,6.47,Beginner,21.79,Low,3000
26,4.55,70.48,15.87,Clear,8.26,Intermediate,18.36,Low,3000
108,11.83,38.44,60.62,Clear,3.93,Expert,51.58,Medium,5000
109,11.84,49.78,62.77,Clear,5.64,Intermediate,64.71,Medium,5000
100,13.19,38.33,54.85,Clear,5.77,Beginner,71.53,High,8000
113,12.16,39.78,61.48,Clear,8.22,Intermediate,60.95,Medium,5000
54,7.58,60.73,35.15,Clear,7.32,Beginner,46.98,Medium,5000
106,16.68,44.44,59.74,Clear,4.92,Intermediate,65.5,High,8000
69,8.61,51.71,34.56,Hot,5.79,Beginner,54.65,Medium,5000
84,10.99,34.41,50.52,Rainy,8.64,Intermediate,53.55,Medium,5000
30,5.73,78.15,24.54,Hot,7.27,Beginner,33.12,Low,3000
79,7.47,50.85,43.86,Clear,8.87,Beginner,51.6,Medium,5000
30,5.15,66.18,19.9,Foggy,10.0,Intermediate,30.02,Low,3000
67,8.32,41.63,39.42,Clear,6.54,Beginner,60.69,Medium,5000
64,10.78,45.71,40.22,Foggy,4.69,Expert,43.56,Medium,5000
37,3.84,66.52,24.44,Hot,9.71,Intermediate,23.3,Low,3000
90,7.75,34.1,48.5,Clear,7.16,Expert,47.33,Medium,5000
91,13.25,32.63,53.27,Hot,7.63,Intermediate,57.04,Medium,5000
84,8.36,50.9,47.6,Clear,7.47,Intermediate,54.1,Medium,5000
55,8.37,60.32,34.36,Clear,7.51,Intermediate,49.77,Medium,5000
53,6.53,59.43,25.75,Foggy,7.48,Beginner,44.86,Medium,5000
98,17.65,42.06,54.93,Foggy,6.83,Intermediate,64.95,Medium,5000
103,17.02,43.0,58.89,Foggy,5.07,Intermediate,67.32,High,8000
34,6.38,66.27,21.17,Rainy,3.26,Intermediate,32.23,Low,3000
80,12.28,42.46,46.31,Clear,3.96,Expert,44.75,Medium,5000
58,1.48,54.79,34.83,Clear,6.33,Beginner,43.29,Medium,5000
110,15.65,30.1,56.11,Clear,4.19,Intermediate,71.48,High,8000
55,3.83,59.33,32.61,Clear,7.65,Expert,31.84,Low,3000
100,13.24,30.19,55.83,Clear,6.15,Intermediate,69.15,High,8000
99,10.46,38.48,51.89,Foggy,7.85,Beginner,72.31,High,8000
72,11.37,53.25,39.42,Hot,7.77,Beginner,44.9,Medium,5000
86,11.31,48.41,48.6,Rainy,3.94,Beginner,69.96,High,8000
97,14.37,44.1,56.09,Clear,7.83,Intermediate,52.9,Medium,5000
21,2.31,68.95,14.77,Rainy,9.32,Expert,26.44,Low,3000
87,11.89,50.91,43.83,Clear,6.32,Expert,39.89,Medium,5000
66,6.35,43.71,37.9,Rainy,7.85,Beginner,43.18,Medium,5000
82,7.62,43.29,46.58,Clear,6.41,Expert,41.31,Medium,5000
73,11.67,53.58,36.73,Clear,5.48,Intermediate,51.1,Medium,5000
40,8.34,58.02,19.84,Rainy,9.37,Intermediate,23.11,Low,3000
13,6.16,76.54,7.28,Rainy,4.77,Expert,23.27,Low,3000
63,7.0,64.0,32.32,Clear,5.03,Intermediate,47.79,Medium,5000
92,13.59,37.85,52.17,Rainy,8.23,Intermediate,60.84,Medium,5000
74,7.41,58.32,46.31,Foggy,5.42,Beginner,60.88,Medium,5000
102,12.52,43.56,54.56,Rainy,8.52,Expert,47.28,Medium,5000
118,14.54,30.35,61.86,Rainy,9.51,Intermediate,64.54,Medium,5000
15,8.56,77.97,8.14,Rainy,5.52,Beginner,28.6,Low,3000
74,8.34,54.33,44.81,Clear,7.34,Intermediate,52.33,Medium,5000
98,16.56,37.83,57.37,Clear,7.46,Intermediate,59.67,Medium,5000
100,13.49,39.91,52.59,Rainy,5.37,Intermediate,67.76,High,8000
31,8.06,69.69,15.53,Foggy,5.68,Expert,21.95,Low,3000
26,8.4,71.8,17.34,Foggy,7.8,Intermediate,35.45,Medium,5000
68,10.48,49.56,38.24,Foggy,7.09,Expert,36.74,Medium,5000
38,7.98,66.14,21.99,Clear,3.74,Beginner,50.41,Medium,5000
76,4.28,49.47,45.35,Clear,6.68,Expert,43.52,Medium,5000
26,2.12,64.52,16.72,Foggy,6.73,Intermediate,34.0,Low,3000
11,6.78,67.87,11.56,Rainy,6.34,Intermediate,23.48,Low,3000
41,7.44,62.88,21.38,Rainy,7.89,Intermediate,41.24,Medium,5000
31,4.97,61.4,23.13,Hot,6.45,Expert,24.99,Low,3000
112,12.49,36.55,62.26,Hot,8.81,Expert,51.82,Medium,5000
106,22.76,33.99,60.82,Foggy,4.79,Beginner,82.85,High,8000
67,15.3,59.27,38.58,Foggy,5.89,Beginner,47.02,Medium,5000
62,8.0,64.01,35.93,Clear,5.14,Beginner,52.51,Medium,5000
95,18.0,35.19,48.91,Rainy,2.79,Intermediate,70.76,High,8000
56,8.17,54.9,33.08,Clear,6.39,Intermediate,48.43,Medium,5000
13,1.5,72.99,5.89,Clear,6.2,Intermediate,19.68,Low,3000
47,7.15,72.78,23.21,Foggy,4.1,Beginner,46.13,Medium,5000
22,2.62,66.83,14.21,Clear,4.24,Intermediate,26.6,Low,3000
70,11.89,47.21,39.35,Hot,6.91,Beginner,53.53,Medium,5000
96,17.07,43.56,50.28,Rainy,4.67,Beginner,72.72,High,8000
73,14.11,43.67,41.65,Foggy,6.55,Beginner,66.97,High,8000
86,5.7,51.46,45.72,Clear,7.18,Beginner,64.07,Medium,5000
93,13.4,39.46,49.95,Clear,5.13,Intermediate,53.65,Medium,5000
42,16.51,62.16,17.67,Foggy,6.33,Intermediate,39.75,Medium,5000
107,17.58,36.88,58.55,Foggy,7.84,Beginner,72.26,High,8000
47,7.31,56.63,27.9,Foggy,6.13,Beginner,43.13,Medium,5000
38,6.64,61.63,19.36,Clear,8.25,Beginner,41.1,Medium,5000
70,13.16,61.43,47.23,Rainy,8.34,Intermediate,47.12,Medium,5000
41,3.1,63.19,28.86,Clear,5.48,Expert,30.73,Low,3000
20,1.84,72.53,9.42,Rainy,5.6,Beginner,26.5,Low,3000
27,7.07,78.94,20.54,Rainy,9.19,Beginner,32.43,Low,3000
54,9.76,56.29,32.19,Clear,3.24,Expert,36.88,Medium,5000
30,8.26,55.08,17.89,Rainy,7.64,Intermediate,30.55,Low,3000
21,0.24,71.51,7.45,Clear,7.32,Intermediate,23.95,Low,3000
112,14.47,33.92,63.35,Clear,7.22,Intermediate,65.94,High,8000
29,6.21,78.07,18.1,Clear,5.67,Expert,31.97,Low,3000
16,0.0,76.63,14.18,Rainy,6.6,Intermediate,19.06,Low,3000
100,13.61,32.97,52.63,Foggy,7.7,Intermediate,53.82,Medium,5000
80,15.73,48.0,39.8,Foggy,8.02,Beginner,61.01,Medium,5000
11,2.5,65.32,10.48,Clear,5.12,Beginner,26.23,Low,3000
52,8.74,55.35,26.9,Clear,4.33,Intermediate,45.55,Medium,5000
106,10.67,38.06,56.06,Clear,6.84,Beginner,73.33,High,8000
30,2.13,66.09,21.44,Clear,9.27,Intermediate,27.96,Low,3000
38,6.19,63.5,20.33,Clear,9.47,Intermediate,23.36,Low,3000
41,7.7,65.33,27.88,Rainy,9.77,Intermediate,27.51,Low,3000
54,6.81,66.2,33.67,Hot,8.06,Intermediate,36.44,Medium,5000
85,11.36,45.86,44.01,Rainy,9.22,Intermediate,44.99,Medium,5000
86,13.19,48.79,49.41,Hot,3.37,Beginner,66.44,High,8000
112,13.58,36.25,61.35,Clear,6.18,Intermediate,64.13,Medium,5000
117,18.21,35.96,58.55,Rainy,4.81,Intermediate,76.37,High,8000
68,6.36,53.46,40.92,Rainy,7.14,Beginner,53.36,Medium,5000
113,7.7,35.33,60.82,Clear,7.52,Intermediate,66.58,High,8000
12,5.27,78.06,12.35,Clear,3.28,Beginner,27.38,Low,3000
48,9.46,55.75,24.67,Clear,4.92,Intermediate,47.86,Medium,5000
60,5.21,56.05,33.77,Hot,5.3,Intermediate,46.41,Medium,5000
17,5.61,71.23,15.39,Clear,2.02,Expert,22.9,Low,3000
119,17.26,33.98,63.8,Hot,4.85,Beginner,87.68,High,8000
55,12.71,50.64,27.81,Foggy,5.97,Beginner,41.7,Medium,5000
75,11.58,44.75,42.86,Rainy,7.2,Intermediate,43.31,Medium,5000
15,4.91,78.73,12.62,Foggy,4.66,Intermediate,26.82,Low,3000
67,3.13,55.34,39.72,Clear,7.83,Intermediate,38.89,Medium,5000
50,8.92,50.9,31.94,Rainy,6.43,Beginner,46.54,Medium,5000
88,12.27,36.76,50.86,Clear,6.47,Beginner,61.92,Medium,5000
63,7.75,57.84,37.63,Clear,8.31,Intermediate,41.29,Medium,5000
85,12.87,41.57,49.91,Rainy,8.03,Intermediate,45.89,Medium,5000
50,11.29,65.01,30.61,Rainy,5.78,Expert,32.53,Low,3000
57,4.76,55.85,35.6,Rainy,4.27,Intermediate,46.68,Medium,5000
105,14.21,32.52,53.03,Clear,5.85,Beginner,62.71,Medium,5000
79,18.17,43.9,53.3,Foggy,7.78,Expert,48.04,Medium,5000
36,4.15,75.94,18.84,Clear,8.93,Intermediate,24.82,Low,3000
56,11.37,59.99,32.27,Rainy,4.88,Intermediate,49.99,Medium,5000
86,12.54,42.87,47.38,Hot,5.68,Intermediate,52.9,Medium,5000
32,2.52,67.07,22.91,Foggy,9.27,Intermediate,21.39,Low,3000
83,11.13,46.51,45.38,Rainy,4.41,Intermediate,54.0,Medium,5000
23,1.25,75.2,17.07,Rainy,6.78,Intermediate,32.59,Low,3000
70,12.95,55.68,40.53,Foggy,3.51,Beginner,61.93,Medium,5000
76,11.79,48.7,42.44,Clear,5.24,Intermediate,61.79,Medium,5000
85,8.89,44.1,48.4,Clear,7.92,Intermediate,60.94,Medium,5000
34,3.57,69.04,23.84,Clear,5.37,Beginner,42.12,Medium,5000
74,12.26,41.19,40.46,Rainy,4.58,Beginner,70.27,High,8000
105,18.15,37.2,53.37,Foggy,7.52,Expert,56.08,Medium,5000
33,5.76,66.55,21.22,Clear,8.4,Beginner,26.97,Low,3000
62,8.9,53.58,36.41,Clear,7.53,Beginner,47.61,Medium,5000
115,17.48,33.84,62.61,Hot,4.18,Expert,58.97,Medium,5000
82,11.65,51.51,49.1,Clear,8.54,Intermediate,48.21,Medium,5000
59,6.99,52.76,31.1,Rainy,8.33,Beginner,44.87,Medium,5000
10,0.79,76.15,10.35,Rainy,9.86,Intermediate,9.1,Low,3000
115,11.67,35.24,62.7,Hot,9.26,Beginner,74.2,High,8000
48,4.33,63.56,23.88,Clear,5.54,Intermediate,29.26,Low,3000
83,10.9,40.3,46.18,Rainy,6.03,Beginner,60.54,Medium,5000
53,7.8,46.05,29.35,Clear,4.75,Intermediate,42.19,Medium,5000
116,16.17,24.02,64.0,Rainy,4.92,Intermediate,67.0,High,8000
114,10.43,27.98,61.67,Clear,5.75,Expert,59.36,Medium,5000
103,10.76,44.37,52.94,Clear,8.26,Expert,47.4,Medium,5000
14,0.91,80.28,12.54,Clear,5.59,Intermediate,26.66,Low,3000
77,10.3,53.33,43.65,Rainy,7.92,Expert,34.07,Low,3000
118,21.92,34.9,67.41,Foggy,4.66,Intermediate,71.62,High,8000
81,11.01,42.45,46.03,Foggy,6.31,Beginner,59.48,Medium,5000
89,12.59,46.63,45.09,Rainy,6.37,Intermediate,59.76,Medium,5000
74,14.56,52.69,42.9,Foggy,2.69,Beginner,68.72,High,8000
88,10.33,41.85,47.16,Rainy,7.36,Beginner,70.45,High,8000
97,16.88,36.89,54.33,Foggy,4.01,Expert,62.78,Medium,5000
24,6.93,73.02,16.99,Clear,5.35,Beginner,45.67,Medium,5000
59,11.44,58.55,33.53,Rainy,3.55,Intermediate,52.12,Medium,5000
15,4.23,73.82,13.5,Clear,9.66,Intermediate,11.5,Low,3000
75,8.55,56.19,38.15,Hot,6.25,Expert,36.82,Medium,5000
78,9.89,50.62,44.12,Rainy,3.77,Beginner,61.99,Medium,5000
48,9.32,60.91,26.54,Foggy,9.12,Beginner,37.75,Medium,5000
114,14.02,42.84,58.32,Clear,5.83,Intermediate,62.65,Medium,5000
107,11.5,32.12,59.6,Clear,8.58,Beginner,58.81,Medium,5000
112,14.02,29.31,59.08,Clear,4.67,Expert,56.2,Medium,5000
105,14.59,31.54,56.02,Rainy,8.92,Expert,46.34,Medium,5000
38,4.28,67.82,20.67,Clear,8.54,Intermediate,37.07,Medium,5000
102,9.91,32.88,57.1,Clear,6.67,Beginner,67.32,High,8000
97,14.24,38.91,56.63,Clear,3.91,Beginner,75.03,High,8000
55,9.27,50.69,31.2,Clear,6.57,Intermediate,43.91,Medium,5000
40,5.39,66.67,26.46,Rainy,8.89,Expert,31.03,Low,3000
33,3.94,68.01,20.33,Foggy,8.7,Expert,16.31,Low,3000
24,7.68,73.92,18.93,Clear,5.24,Intermediate,32.78,Low,3000
85,11.62,48.22,49.77,Foggy,5.7,Intermediate,52.23,Medium,5000
29,4.65,66.87,23.46,Clear,8.45,Beginner,20.35,Low,3000
13,2.7,77.06,10.49,Foggy,7.19,Beginner,23.53,Low,3000
67,9.7,43.01,36.82,Clear,3.87,Beginner,62.87,Medium,5000
86,13.86,48.58,54.72,Rainy,7.81,Beginner,66.29,High,8000
70,9.59,53.34,44.13,Rainy,9.74,Intermediate,42.55,Medium,5000
114,11.73,24.39,60.99,Clear,5.96,Intermediate,70.18,High,8000
117,14.71,31.63,60.84,Clear,4.06,Expert,59.02,Medium,5000
19,6.58,77.63,16.22,Clear,7.1,Intermediate,29.24,Low,3000
50,7.25,65.31,34.81,Foggy,9.17,Intermediate,38.04,Medium,5000
62,5.66,58.64,37.63,Hot,9.15,Beginner,42.62,Medium,5000
96,11.11,42.26,55.21,Rainy,6.18,Intermediate,52.33,Medium,5000
80,10.19,51.92,45.48,Clear,10.0,Intermediate,50.44,Medium,5000
85,14.47,49.33,49.31,Clear,6.75,Intermediate,56.94,Medium,5000
57,6.84,55.51,31.31,Rainy,5.94,Intermediate,44.73,Medium,5000
24,5.17,79.42,16.61,Clear,8.38,Beginner,25.58,Low,3000
16,0.69,74.98,16.1,Rainy,7.0,Expert,23.9,Low,3000
81,8.2,46.58,45.12,Clear,10.0,Beginner,57.92,Medium,5000
80,8.04,47.88,46.79,Clear,9.08,Beginner,46.32,Medium,5000
52,2.95,52.98,27.47,Hot,8.34,Beginner,40.96,Medium,5000
13,3.83,77.54,10.18,Rainy,7.42,Intermediate,15.64,Low,3000
60,9.48,51.56,36.5,Rainy,8.53,Beginner,41.3,Medium,5000
80,10.44,52.44,43.87,Clear,6.61,Expert,38.42,Medium,5000
68,8.16,55.82,43.1,Clear,5.74,Intermediate,46.72,Medium,5000
118,15.8,41.96,62.05,Foggy,7.23,Expert,49.05,Medium,5000
50,12.2,54.43,30.54,Rainy,5.42,Intermediate,31.73,Low,3000
70,11.92,60.65,41.69,Clear,6.63,Beginner,47.01,Medium,5000
